pos,neg,ori,text,label,split
3.4611856937408447,3.5453033447265625,3.812757968902588,"Took my husband here before our show at the Venetian. Had high expectations, especially considering the expensive price for a Vegas restaurant. I had the bone marrow ravioli which the waiter recommended. It had a funny taste to it and I didn't like it. Maybe it's an acquired taste? Moved on to my pasta. I ordered the black pasta, since the waiter said it is the same thing as squid ink pasta. I've had the authentic thing in Venice, Italy and this was definitely not it! For one it tasted like regular pasta. The one in Venice had a slightly briny seafood taste to it which made it unique compared to regular pasta, and B&B's did not. Also, I couldn't believe how salty and spicy the pasta was. Is squid ink pasta supposed to leave a burning sensation in your mouth? I don't think I'll be coming back here. I was just there yesterday to get more paint supplies... and actually gonna go back there today! My husband and I come here so much(at least once or twice a week), so much that some of the staff already know us because we come here so often haha. We always get the greetings \""Oh you're back! weren't you just here the other day?\"" or \""How's your house projects coming along?\""  We love the paint department here compared to the other home depot on craig. The 2 staff that work at the paint department always greet us with a smile and ask how our painting is coming along. We love all the staff there, they're always helpful and friendly, which it makes it so much easier on us, and whenever you have a question, theres always someone just right around the corner! :) We always go in there with the intentions of buying 1 thing, and ONLY 1 thing, and walk out with a cart full of stuff and spend a few hundred dollars rather than 10 bucks that we had originally intended on spending. Oh well! We love working on our house and making it ours :) Tiles is our next project! I feel like we're one of their best customers lol... do we get a reward for being such great customers and spending so much money there?? I think we deserve a reward! or coupons? anything!? haha I wish... but 5 stars, hands down. Its the great customer service that keeps us coming back for more. Keep it up! :)",2,concat
3.919583320617676,4.144187927246094,4.768033981323242,"Moi qui n'est pas difficile, jamais j'aurai cru donner  1* \u00e0 Montr\u00e9al...mais bref. \u00c7a fait quelques fois que je mange un sandwich au Bocadillo qui sont excellents! Hier, 23h50, je passe et ils fermaient \u00e0 minuit. Il restait que des empanadas...Alors , moi qui avait vraiment faim je commande cela. Et en attendant ma commande...devinez ce que je vois passer sur le sol entre le comptoir o\u00f9 les gens attendent leur commande et en bas des plaques de cuisine. UNE PETITE SOURIS....mmmm app\u00e9tissant. J'ai quand m\u00eame mang\u00e9 une de mes deux empanadas au poulet qui \u00e9tait super bonne...mais plus jamais...\n\nLe resto est connect\u00e9 au resto libanais Sarah pour votte info.. Walking into this lovely shop I'm instantly relaxed. There are high end finishes but a calming vibe. This is definitely a welcome change from the corporate shops around the neighborhood.\n\nThe coffee is delicious and roasted on site. You can even see the huge roaster and bags of fresh beans in the corner. They also have a great menu of fresh pastries and paninis. I loved their red pepper, artichoke and goat cheese panini, a must try.\n\nI'm looking forward to the cooler weather so I can take advantage of the large wrap around patio that overlooks the lake. They have tons of outdoor seating and large comfy sofas too.\n\nA very welcomed coffee shop and roastery in the McCormick Ranch area.",2,concat
3.7315175533294678,3.4164507389068604,4.4524359703063965,"TERRIBLE PLACE!! HORRIBLE FOOD!!! Bell Rd & 23rd ave. They got our take out order wrong, then we found a nasty hair in the food. We called the manager to let him know and he was in complete denial and said he could not do anything about that on a take order. This place is not clean inside and is a complete rip off! Don't waste your time or money. Lux feels trendier than I'd prefer BUT their Mac-n-Cheese is to die for.  Go get some!  You won't regret it.",2,concat
4.0555100440979,4.0617170333862305,4.487148284912109,"So dissapointing! I ordered the club that claims to be \""piled high\"" with turkey ham lettuce mayo and cranberry sauce... Triple decker style.  I opened my sandwich and thought I had been given the wrong one. It was as tall as a sandwich with only 2 pieces of bread which was the first bad sign considering there was a 3rd piece of bread in there. The turkey was ok but the ham was minuscule and looked like Walmart pressed ham... Yuck! And the lettuce; one little sliver of iceberg. Waste of money! Want a lot of dinner for for a little money? Come here! The 2 for $14.99 deal is every day now (just earlier thur-sun). You get two sides and an entree. I always get chicken strips and you get so many I take plenty home to eat the next day for lunch. The rolls are delicious, and the servers are always willing to bring you more. Service is outstanding here - always quick to refill drinks and get you anything you need. Fried pickle app is tasty! Happy hour beers are cheap. Would highly recommend! Oh and there are peanuts :-)",2,concat
3.5934619903564453,3.574611186981201,3.9247894287109375,"It doesn't help that the evening ended with me telling the manager/owner exactly what was wrong with all the food that I had tried there and him walking back in shaking his head in a surprisingly unprofessional manner.  He tried to tell me this food wins awards every year somewhere...  I definitely did not get anything that would win awards.  Oh, and although I pointed out specific problems in technique, he blew my issues off as being just \""a matter of taste\"".  Mind you, I was the only asian in that establishment - kitchen, and otherwise.\n\nKorean tacos - there is NOTHING Korean about these tacos.  We don't use shredded meat for one, its way too salty and all I tasted that had a Korean link was Soy Sauce (maybe some brown sugar?).  Owner/manager guy said of course its Korean, it has Korean spices in it.  I don't think he knows anything about Korean cuisine....\n\nCalifornia rolls - how do you mess these up?  I guess by not putting anything but crabmeat and a tiny bit of cucumber that was poorly matchsticked.  These were so bland, I ended up putting some of the Korean taco meat filling on top and added some of the shell crumbled up for texture.\n\nEel/Dragon roll - the Dragon roll had one thick slice of avocado across 3 pieces of the roll.  The eel was over done in sauce that tasted almost burnt - its either not seasoned right or over caramelized.  Of course this same sauce is found on the Eel sushi.\n\nThe Peanut butter Jellyfish roll - this was actually not too bad.  Nothing to write home about, but not completely wrong like everything else.\n\nI put pretty much all the wasabi we received into about half the saucer of soy sauce and could barely taste it.  Is it fake?  The rolls were also sliced unevenly, which is a fine detail that you appreciate at good sushi restaurants.  They were also not rolled tightly enough, so everything fell apart pretty much as soon as you grabbed it.\n\nAll in all, never again. I cannot say enough good things about this bridal store. Evana (sp?) and the rest of the associates were incredible. I had a somewhat unique situation based on the fact that I have 2 mothers and I wanted both of them to have the experience of finding \""the wedding dress\"" with me. Evana and her girls made sure that both of them felt so special and wonderful that it brought tears to my eyes. My dress was perfect and they were so upfront and honest about alterations and what was needed. I changed up the look of my dress by removing the belt and placing a new bedazzled applique on the left hip that made it even more stunning than it already was. They walked me through this entire process and made sure I was 100% satisfied. They also made time for my many phone calls and search of hair accessories, shoes, etc. I would recommend them to anyone looking for a dress, and I promise you TRUST what they tell you! They all totally know what they are doing!!! Thank you so much for such an incredible experience with something so important. I love you all!!",2,concat
4.074029445648193,4.077115535736084,4.425199508666992,"Horrible atmosphere, waiters left dirty dishes on one of the three islands/pantry in the middle of the restaurant. (Which is weird enough....that you can see opened very cans of soda and cut up lime and lemons that have been sitting out for who knows how long). Horrible service. Horrible attitude waiters. Would never go back. I am surprised that this chain has not been shut down. I absolutely loved my food here. It has been a long time since a restaurant really impressed me with their food, and khyber pass really is one of the gems in that list. I went in with really a complete blah mood, up for really anything. We were seated in the terrase. The servers were extremely fast, professional, and friendly. Their atmosphere is pretty good too. I honestly have no idea on Afghan culture let alone on their cuisine, so this was a great intro to their stuff. Like I said their food blew me away. I had the table d'hote, which consisted of lentil soup and lamb korma, with the rose water rice pudding. Loved the soup and the korma not so much of the dessert as I dont like rose water flavor in general. The korma was splendid and my husband's sabzi poolao (spinach one) looked and tasted great too. \n\nOh plus you can BYOW here and apparently they have a cave decor on the other side of the resto thats only open during Fri's and Sat's.\n\nAnyway I cant guarantee on the authencity of the cuisine itself, but it did give me good positive feel on it. Overall I will definitely be more open to trying Afghan cuisine from now on. Thanks K P :)",2,concat
3.050294876098633,2.93477201461792,3.3549890518188477,"I went to Notorious Burgers after seeing their coupons on several different mailers. I was not sure what to expect, but at the prices for the burgers, I was expecting something good. Unfortunately, this restaurant failed to deliver.\n\nBefore I get to the food, I should point out a few things that really detracted from the dining experience. When I went into the restaurant, I noticed it was quite dark. After looking around the floor and seeing how dirty it was with the remains of food and even a spilled drink, I concluded that the lack of lighting is to hide how poorly the establishment is cleaned. There also seemed to be a lack of servers, and the wait time for everything was quite long. Finally, the air conditioning was either not working properly or was set high, as it felt very hot inside and I saw someone at the table in front of me using a makeshift fan.\n\nI ordered a burger using the make your own option. While the burger itself was not bad, the toppings were mediocre at best. I did not like how both the ketchup and mustard were very spicy, and the lettuce and tomato were not appetizing looking at all. \n\nFor the prices that were being charged, even with a coupon, the food should have been better. There is absolutely no excuse for the lack of cleanliness in the restaurant, and it was an uncomfortable experience waiting around a long time for the food. The overall experience was bad, and I will not be returning. I was there last week having them check my car battery. Corry was there helping me to check the battery. He was very helpful and  honest. He helped me changed the battery and declined to accept a tip saying that he was glad that he could help me, and that was part of  his job.",2,concat
3.6409833431243896,3.3640496730804443,3.9098856449127197,"Wanted to like this place.... really really wanted to. \n\nHorrible service, I mean absolutely horrible. \n\nI arrived and was starting to say what a friend recommended to me but I couldn't remember the name of it and the guy behind the counter snapped and cut me off and said \""I hear that ten times a day.\"" Well buddy since you've heard it before, I can understand that working in the service industry, you'd not expect to hear it again (sarcasm.) Whatever, I made my order and was told to go relax at a table. Well, I relaxed for 18 minutes with no food (turkey BLT I ordered) and watched everyone else get their food. I got up and asked if I was forgotten and there was absolutely no apology offered, but said they would bring it to me. \n\nWhen the guy brought over my sandwich, he kind of slammed it down on the table and walked away. No apology still, no offer to refund my meal, no come back later and try us again. They were just extremely rude about it. I understand, it happens... It's part of life, but they acted as if me not getting my food was a bother to them.\n\nHorrible customer service. I'll tell everyone I know about this story. Nobody should be able to treat their customers like that. A simple \""I'm sorry, come back and see us again for a free coffee\"" or something to that effect would have gone a loooooong way. \n\nToo stupid to get it probably. Or maybe because I didn't have a rat-tail with a mohawk, a basketball jersey, converse shoes, and an obvious roid rage attitude, they just didn't care. You never know what you will see on Fremont st. The place for a cheep show from the man in the box to the guy painting with spray paint to the guy doing clay sculpture while you wait also you may see jesus. The light show if pretty cool to.",2,concat
3.439178943634033,3.4708104133605957,3.9479129314422607,"Let me begin by saying I got a yelp account specifically to give this restaurant one star. First of all the prices are unbelievably high. Now that in itself doesn't completely turn me away, however I do expect top notch quality and service if I'm going to pay 144 dollars for a steak. This was far from the case. The waiter did not seem knowledgable in steaks aside from how to steer you away from the reasonably priced filet mignon. \n\nThe ribeye for two that me and my brother shared came out freezing cold and extremely undercooked. Not only that but the meat was chewy and some pieces were down right not edible. \""The best steak in Las Vegas\""? I think not!\n\nMy recommendation, go to Ruth's Chris in harrah's and get a 50 dollar steak that won't disappoint. Well... I've been here a few times and have to write a review.  This place is amazing.  Somehow it seems to get better every time I go.  First couple times I just had like a Hang Over Burger and it was darn good and a little unique with the chilis.  Then I had a BBQ Burger.  Hard competition because ya know, everyone has one on their menu, but I was impressed with their own BBQ and of course, the pretzel bun.  Then I tried the PB&J Burger on a whim.  OMG.  Fricken Amazing.  I mean like amazing enough that I will crave it and have to go for it.  All their sides and tots are great and then I tried the Jamaican corn.  Also amazing and totally unique.  So good I went again last night and totally went PB&J w/ corn.  I had to go back though because I was in NYC and someone who travels to Scottsdale says, oh have you heard of Rehab...  YEAH I HAVE.  Tells me to try the Medium/Gold chicken wings.  So that happened.  Cooked perfectly, sauce was spicy and mustardy and delicious.  Off the charts.  Someone else got the pig wings where were also great.  I'm thinking they ought to put that medium/gold sauce on some pig wings or pulled pork too, it would be great.  At this point, it's going to be hard for me to be in the area and go somewhere else.  Also, I should add that every time I've been the crowd has been good and the service is always great and the people are very friendly.",2,concat
3.3606085777282715,3.2513647079467773,3.650768995285034,"My wife and I watch a lot of Top Chef, so when we booked a weekend at the Mirage it was a no brainer to try Tom Colicchhio's steak house. It was disappointing to the point of being comical. My wife summed it up perfectly when she said, \""If a contestant on Top Chef had put this food in front of him, Collichio would have torn him a new one.\""\n\nI ordered the New York strip. Good, but nothing special. I actually thought the New York strip I had at Elway's at the Denver airport was better. I also got the fries, because I love a good steak-frites. The plate of fries I got looked like a plate you'd get at Denny's. Very dry, over salty, with no flavor. I sent them back, which is the first time I've ever sent food back at a restaurant, but for $13 a plate, those fries should have tickled my gonads. I even asked them if the fries were frozen. They assured me they make them by hand daily. I guess I'll take them on their word, but I have my doubts. So for $75 I got a decent steak and terrible fries. Oh yeah, and the cheapeast glass of red was 17 bucks. Again, good but nothing special. The next tier up was in the high 20s and mid 30s. That's asking a heck of a lot for a glass of wine.\n\nMy wife ordered the brisket which was good. However, the mustard dressing on the brisket was the same sauce they put on the vegetables, so everything on her plate tasted the same. My wife is also gluten and dairy free and asked if she could substitute the creamy polenta that came with the brisket for something else. The waitress said she would check, but we never saw her again until they brought our food with the creamy polenta. Then it got funny. To the manager's credit she didn't charge us for the fries and comped us two free desserts. Three different people assured my wife that she was getting dairy-free sorbet including the manager. One of the flavors was fromage-blanc which tasted great. I asked the manager how they got such an authentic cheese flavor without using dairy. She actually got the dessert chef who explained that they used goat cheese. We all paused for an awkward silence. My wife was too embarassed to say anything and I was on the verge of cracking up. Finally the chef asked if my wife was okay with goat cheese. My wife allowed the chef to save face and said yes, but when she left we lost it. Memo to Tom Collichio and his staff: CHEESE IS DAIRY! Even if it comes from a goat. \n\nI will say the desserts were excellent and by far the best part of the meal. But if you go to a steak house and the best thing is dessert, it's not a good steak house. I'm sure this place will be successful simply because it's Tom Collichio, but if it was anyone else's name on the door people would say it's so-so and ridiculously over priced. I pull in off the 215 on Eastern, and locate this restaurant, but the drive thru has three or four cars stacked up, so I walk inside. I'm the second customer waiting to order. The counterperson looks up and greets me warmly. The person in front of me starts to order, then the manager also looks up from behind the counter and greets me, and I'm thinking \""Really, really friendly!\"". Another minute or two while the person in front of me changes their mind about their order, and then....\n\nThe hispanic woman stationed at the drive-thru window turns around with a scowl on her face, stalks over to the partition between the cashier and the cooks where the burgers come out, leans over toward the cooks, and says in a voice loud enough for everyone in the restaurant to hear (and I quote) \""MUCHO BLAH BLAH BLAH!!\""\n\nI smiled so big when she turned around to go back to the drive-thru she winked at me.\n\nNow that's what I call a sign of the times. :) Absolutely hilarious.\n\nFor the record, I was in and out of this Carl's Jr. in less than ten minutes, start to finish, but the cars in the drive thru were still stacked three and four deep.  \n\nI vote this restaurant \""Best In Chain\"" for Carl's Jr. of all the Carl's Jr.'s I've been to in Las Vegas.\n\n\""MUCHO BLAH BLAH BLAH!\"" to all Carl's Jr. cooks everywhere! \""MUCHO BLAH BLAH BLAH!\""\n\nLOLOLOL!",2,concat
